t,C,test_oracle_cost,test_ap,test_auroc,train_auroc,active_frac,wnorm,app_auroc,cv_auroc,ds
250,0.001,0.325,0.4481,0.8805,0.901,1.0,0.0485,0.7164,0.7227,vg
250,0.003,0.3237,0.4493,0.8811,0.9035,1.0,0.1412,0.7164,0.7228,vg
250,0.01,0.3198,0.4535,0.8834,0.9112,1.0,0.4352,0.718,0.7248,vg
250,0.03,0.3113,0.4616,0.8874,0.9278,1.0,1.1068,0.7224,0.7306,vg
250,0.1,0.3028,0.4707,0.8905,0.9567,0.9999,2.6273,0.7325,0.7423,vg
250,0.3,0.3055,0.4725,0.8875,0.9808,0.9845,4.9575,0.7454,0.7581,vg
250,1.0,0.3217,0.4635,0.8786,0.9955,0.8762,8.6535,0.7605,0.7755,vg
250,3.0,0.3394,0.4502,0.8701,0.9995,0.7195,12.9849,0.7694,0.7855,vg
250,10.0,0.3589,0.434,0.8622,1.0,0.5845,18.0939,0.769,0.786,vg
250,30.0,0.3695,0.4215,0.857,1.0,0.5197,21.8597,0.7643,0.7814,vg
300,0.001,0.3275,0.4473,0.8798,0.8878,1.0,0.0579,0.7375,0.7384,vg
300,0.003,0.3257,0.4492,0.8807,0.8908,1.0,0.1676,0.7375,0.7386,vg
300,0.01,0.3201,0.4548,0.8839,0.8999,1.0,0.5078,0.7395,0.7412,vg
300,0.03,0.3081,0.4641,0.8891,0.9188,1.0,1.2536,0.7445,0.7475,vg
300,0.1,0.2962,0.4753,0.893,0.9506,0.9998,2.8652,0.7549,0.7595,vg
300,0.3,0.2995,0.477,0.8901,0.9777,0.978,5.2886,0.768,0.7737,vg
300,1.0,0.316,0.4673,0.8812,0.9942,0.8628,9.1906,0.7816,0.7893,vg
300,3.0,0.3342,0.454,0.8726,0.9991,0.6929,13.9169,0.789,0.7972,vg
300,10.0,0.3534,0.4368,0.8645,1.0,0.5563,19.7702,0.7882,0.7956,vg
300,30.0,0.3656,0.4227,0.859,1.0,0.4882,24.3847,0.7836,0.7897,vg
350,0.001,0.3256,0.4486,0.8806,0.8796,1.0,0.0673,0.7487,0.7455,vg
350,0.003,0.3232,0.4505,0.8818,0.8829,1.0,0.1937,0.7487,0.746,vg
350,0.01,0.3161,0.4571,0.8854,0.8929,1.0,0.5781,0.7508,0.7491,vg
350,0.03,0.3038,0.4682,0.8911,0.9132,1.0,1.3912,0.7563,0.7559,vg
350,0.1,0.2928,0.4799,0.895,0.9459,0.9996,3.0832,0.7659,0.7679,vg
350,0.3,0.2956,0.4811,0.8919,0.9741,0.971,5.5845,0.7771,0.7811,vg
350,1.0,0.3126,0.4704,0.8827,0.9924,0.841,9.6399,0.7875,0.7944,vg
350,3.0,0.3317,0.4569,0.8739,0.9987,0.6666,14.6756,0.7903,0.7988,vg
350,10.0,0.3517,0.4385,0.865,0.9999,0.5304,21.2033,0.785,0.7945,vg
350,30.0,0.3646,0.4235,0.859,1.0,0.4618,26.6914,0.7781,0.7875,vg
400,0.001,0.3202,0.4503,0.8832,0.8743,1.0,0.077,0.7525,0.7535,vg
400,0.003,0.3177,0.4527,0.8845,0.8778,1.0,0.2203,0.7531,0.7543,vg
400,0.01,0.3098,0.46,0.8884,0.8885,1.0,0.6476,0.7559,0.7578,vg
400,0.03,0.297,0.4716,0.8941,0.9094,1.0,1.5228,0.7621,0.7648,vg
400,0.1,0.2856,0.4828,0.8976,0.9421,0.999,3.2864,0.7727,0.7765,vg
400,0.3,0.2901,0.4826,0.894,0.9708,0.9639,5.8555,0.7838,0.7889,vg
400,1.0,0.3067,0.4721,0.8847,0.9906,0.8173,10.0304,0.7931,0.7986,vg
400,3.0,0.3267,0.4578,0.8756,0.998,0.6425,15.3054,0.7948,0.7998,vg
400,10.0,0.3472,0.4389,0.8665,0.9999,0.5084,22.383,0.7888,0.7926,vg
400,30.0,0.3608,0.4238,0.8602,1.0,0.4411,28.6549,0.7817,0.7844,vg
